,Time,Count
0,0-0,[10.374094009399414]
1,0-2,[8.19253158569336]
2,0-3,[2.2303431034088135]
3,0-4,[9.802189826965332]
4,0-5,[7.213955879211426]
5,0-6,[6.798555374145508]
6,0-7,[9.691953659057617]
7,0-8,[8.429329872131348]
8,0-9,[6.733918190002441]
9,0-10,[7.51541805267334]
10,0-11,[12.16055965423584]
11,0-12,[10.667032241821289]
12,0-13,[7.660370349884033]
13,0-15,[10.17768669128418]
14,0-16,[5.829716205596924]
15,0-17,[10.052960395812988]
16,0-18,[6.280941486358643]
17,0-19,[14.881356239318848]
18,0-20,[6.0148725509643555]
19,0-21,[10.221626281738281]
20,0-22,[12.571526527404785]
21,0-23,[8.501832962036133]
22,0-24,[6.068577289581299]
23,0-25,[8.811264991760254]
24,0-26,[11.119316101074219]
25,0-28,[6.541421413421631]
26,0-29,[12.53736400604248]
27,0-30,[11.901172637939453]
28,0-31,[6.698661804199219]
29,0-32,[9.00741958618164]
30,0-33,[9.12977409362793]
31,0-34,[5.597957611083984]
32,0-35,[7.820812225341797]
33,0-36,[10.911747932434082]
34,0-37,[12.189279556274414]
35,0-38,[5.4120354652404785]
36,0-39,[7.772360801696777]
37,0-41,[5.001980781555176]
38,0-42,[9.336822509765625]
39,0-43,[10.626530647277832]
40,0-44,[8.28689193725586]
41,0-45,[12.182998657226562]
42,0-46,[12.306646347045898]
43,0-47,[12.093963623046875]
44,0-48,[6.090331554412842]
45,0-49,[8.94279670715332]
46,0-50,[9.978130340576172]
47,0-51,[13.144171714782715]
48,0-52,[7.554998874664307]
49,0-54,[10.286005020141602]
50,0-55,[6.596686363220215]
51,0-56,[11.383487701416016]
52,0-57,[10.839615821838379]
53,0-58,[7.1905951499938965]
54,0-59,[7.429755210876465]
55,1-0,[9.213652610778809]
56,1-1,[5.263747215270996]
57,1-2,[9.57896900177002]
58,1-3,[9.349763870239258]
59,1-4,[5.5640411376953125]
60,1-5,[9.853324890136719]
61,1-7,[9.400162696838379]
62,1-8,[7.151812553405762]
63,1-9,[4.4131011962890625]
64,1-10,[12.156192779541016]
65,1-11,[9.088043212890625]
66,1-12,[6.8638386726379395]
67,1-13,[7.318342208862305]
68,1-14,[12.554898262023926]
69,1-15,[10.997655868530273]
70,1-16,[9.788570404052734]
71,1-17,[11.2407808303833]
72,1-18,[6.487744331359863]
73,1-19,[4.165134906768799]
74,1-21,[5.502718448638916]
75,1-22,[1.1354016065597534]
76,1-23,[10.961318016052246]
77,1-24,[11.660185813903809]
78,1-25,[9.484613418579102]
79,1-26,[6.689016342163086]
80,1-27,[8.335590362548828]
81,1-28,[5.795953750610352]
82,1-29,[11.096368789672852]
83,1-30,[6.805730819702148]
84,1-31,[8.090909957885742]
85,1-32,[11.318656921386719]
86,1-34,[6.0151848793029785]
87,1-35,[8.701187133789062]
88,1-36,[10.668427467346191]
89,1-37,[11.85763931274414]
90,1-38,[5.219841003417969]
91,1-39,[6.511293411254883]
92,1-40,[5.667807102203369]
93,1-41,[13.963197708129883]
94,1-42,[8.477537155151367]
95,1-43,[4.768871307373047]
96,1-44,[13.760303497314453]
97,1-45,[10.202022552490234]
98,1-47,[12.24666976928711]
99,1-48,[8.013046264648438]
100,1-49,[16.82954978942871]
101,1-50,[5.573773384094238]
102,1-51,[5.847359657287598]
103,1-52,[6.467391014099121]
104,1-53,[3.2445321083068848]
105,1-54,[8.890195846557617]
106,1-55,[13.216814041137695]
107,1-56,[6.7619218826293945]
108,1-57,[11.256311416625977]
109,1-58,[8.403766632080078]
110,1-59,[11.158014297485352]
111,2-1,[9.325803756713867]
112,2-2,[6.04281759262085]
113,2-3,[9.360977172851562]
114,2-4,[6.323792457580566]
115,2-5,[7.848553657531738]
116,2-6,[6.441335678100586]
117,2-7,[8.992141723632812]
118,2-8,[9.555906295776367]
119,2-9,[8.863417625427246]
120,2-10,[4.416713237762451]
121,2-11,[10.97452163696289]
122,2-12,[12.30154800415039]
123,2-14,[10.66966724395752]
124,2-15,[8.235910415649414]
125,2-16,[9.593446731567383]
126,2-17,[5.684398651123047]
127,2-18,[6.154850482940674]
128,2-19,[5.561545372009277]
129,2-20,[12.498651504516602]
130,2-21,[7.282434940338135]
131,2-22,[5.627654552459717]
132,2-23,[8.365952491760254]
133,2-24,[6.034807205200195]
134,2-25,[9.255658149719238]
135,2-27,[7.055562973022461]
136,2-28,[5.684447288513184]
137,2-29,[9.71466064453125]
138,2-30,[9.32957649230957]
139,2-31,[7.091482162475586]
140,2-32,[12.756141662597656]
141,2-33,[10.100340843200684]
142,2-34,[5.243754863739014]
143,2-35,[10.289678573608398]
144,2-36,[7.298299312591553]
145,2-37,[14.63503646850586]
146,2-38,[9.34531307220459]
147,2-39,[7.219158172607422]
148,2-41,[11.904074668884277]
149,2-42,[9.008866310119629]
150,2-43,[7.057053565979004]
151,2-44,[8.740575790405273]
152,2-45,[10.602575302124023]
153,2-46,[7.183616638183594]
154,2-47,[5.4485626220703125]
155,2-48,[7.493299961090088]
156,2-49,[12.423429489135742]
157,2-50,[9.27212142944336]
158,2-51,[8.695012092590332]
159,2-52,[7.681792259216309]
160,2-54,[7.981837272644043]
161,2-55,[6.016239643096924]
162,2-56,[6.565680980682373]
